Pclass,Age,SibSp,Parch,Fare,AgeMissing,FareZero,Fare_log,Sex_code,FamilySize,IsAlone,HasSpouse,HasCabin,TicketGroupSize,FarePerPerson,Pclass_Age,Sex_Age,Pclass_Fare,FamilyID_Count,Title_SurvivalRate,Deck_SurvivalRate,TicketPrefix_SurvivalRate,Embarked_C,Embarked_Q,Embarked_S,FamilySize_bin_Alone,FamilySize_bin_Couple,FamilySize_bin_Nuclear,FamilySize_bin_Large,Sex_Pclass_female_P1,Sex_Pclass_female_P2,Sex_Pclass_female_P3,Sex_Pclass_male_P1,Sex_Pclass_male_P2,Sex_Pclass_male_P3,Title_freq,Deck_freq,TicketPrefix_freq,Survived
1,2.172495405612386,0,0,26.55,0,0,0.3379507652504039,1,-0.5609748304808925,1,0,1,-0.579161792940097,0.17139067558661558,-0.14723066487446249,3.1909365115615436,-1.6165362921872735,-0.5350414728060545,1.1758101792240037,1.4108821867777857,-0.13088988876193702,False,False,True,True,False,False,False,True,False,False,False,False,False,0.20168067226890757,0.0718105423987777,0.7310924369747899,1
3,-0.685301527784515,0,0,8.05,0,0,-0.9080589153223161,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.34429933765887516,-0.08342345330827995,-0.6334806006532496,0.1124971445785051,-0.5350414728060545,-0.7921780808958166,-0.5434551896011697,-2.5211649130653275,False,False,True,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.029793735676088617,0
3,0.7435969389139355,1,5,31.275,0,0,0.5151198984510171,0,3.1598334123861687,0,1,0,3.831378014834488,-0.4441520564398071,1.735082076327922,-0.6334806006532496,2.1158263564927595,4.864721740610389,-0.8115457830150492,-0.49518279818404376,-0.22615539912917082,False,False,True,False,False,False,True,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
3,-1.136532622531394,0,0,7.8542,0,0,-0.932540445403834,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.34975728925852206,-0.6576883574039227,0.2896545643641143,0.07803586403524825,-0.5350414728060545,1.2310056183677556,-0.5240426071493453,0.013699054968306718,False,False,True,True,False,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,0
2,1.9468798582389464,0,0,16.0,0,0,-0.20241897272223644,1,-0.5609748304808925,1,1,0,-0.579161792940097,-0.12269200764256968,1.5117568358462832,2.993121833343537,-0.3821493440492761,-0.5350414728060545,1.4798691205739265,-0.5240426071493453,0.013699054968306718,False,False,True,True,False,False,False,False,True,False,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,1
3,-2.038994812025152,4,1,29.125,0,0,0.437960418208962,0,2.5396987052416584,0,0,0,2.361198078909626,-0.43338362598303987,-1.8062181655952083,-0.6334806006532496,2.0072132720025566,2.550537506289056,0.5557008000979817,-0.49518279818404376,-0.006963321201900205,False,True,False,False,False,False,True,False,False,False,False,False,True,0.04660045836516425,0.7754010695187166,0.7310924369747899,0
2,0.06675029679361683,0,0,13.0,1,0,-0.41973128312012087,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.2063174151958925,-0.08342345330827995,-0.6334806006532496,-0.5860816001674903,1.007748016741501,-0.7921780808958166,-0.5434551896011697,-0.13088988876193702,False,False,True,True,False,False,False,False,False,False,False,True,False,0.5783040488922842,0.7754010695187166,0.7310924369747899,1
3,0.14195547925143,1,0,18.0,0,0,-0.07792785247097535,1,0.059159876663617626,0,1,0,-0.579161792940097,-0.3178179586003229,0.9693955375337318,1.4106044075994848,1.281026209115567,-0.5350414728060545,1.4798691205739265,-0.5240426071493453,0.013699054968306718,False,False,True,False,True,False,False,False,False,True,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,0
3,-0.5724937540977952,0,0,7.225,1,0,-1.0150456329658712,1,-0.5609748304808925,1,1,0,-0.579161792940097,-0.36729632473603896,0.06014277271563073,0.7841912599091306,-0.03810207364193391,-0.5350414728060545,1.5026549225102594,-0.49518279818404376,-0.22615539912917082,True,False,False,True,False,False,False,False,False,True,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,1
2,0.4427762090826827,0,0,26.0,0,0,0.3153800081047152,0,-0.5609748304808925,1,0,0,0.15592817502233383,0.15605935086850636,0.2356126045226327,-0.6334806006532496,0.10376843107544229,-0.5350414728060545,-0.823906631447829,-0.49518279818404376,-0.006963321201900205,False,False,True,True,False,False,False,False,False,False,False,True,False,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
2,0.36757102662486957,0,0,13.0,0,0,-0.41973128312012087,0,-0.5609748304808925,1,0,1,-0.579161792940097,-0.2063174151958925,0.17180539295645017,-0.6334806006532496,-0.5860816001674903,-0.5350414728060545,-0.8283034308403556,2.1874706677835483,0.013699054968306718,False,False,True,True,False,False,False,False,False,False,False,True,False,0.5783040488922842,0.03514132925897632,0.7310924369747899,1
3,-1.061327440073581,0,0,8.0292,0,0,-0.9106343337202342,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.34487914048457824,-0.561977540054649,0.35559279043678316,0.1088718721534811,-0.5350414728060545,1.1522253057110774,-0.49518279818404376,-0.006963321201900205,False,True,False,True,False,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
1,-0.08366006812200955,0,0,35.5,0,0,0.6528112986770246,0,-0.5609748304808925,1,0,1,-0.579161792940097,0.42087314145402865,-1.1043388383672004,-0.6334806006532496,-1.4687991050331943,-0.5350414728060545,-0.823906631447829,-0.09104798041065326,-0.006963321201900205,False,False,True,True,False,False,False,False,False,False,True,False,False,0.5783040488922842,0.01680672268907563,0.7310924369747899,1
3,-1.5877637172782733,3,1,21.075,0,0,0.08996968743407245,1,1.9195639980971482,0,0,0,1.6261081109471953,-0.45120048364787285,-1.2319532614995654,-0.1059747920718988,1.5173661848411273,1.7791427615152784,1.1660943776563186,-0.49518279818404376,-0.22615539912917082,False,False,True,False,False,False,True,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,0
3,0.6683917564561223,1,5,31.3875,0,0,0.519014508190743,1,3.1598334123861687,0,1,0,1.6261081109471953,-0.4437040631850571,1.6393712589786482,1.8721719901081666,2.1213085807818577,1.7791427615152784,1.3919371151106663,-0.5434551896011697,-0.13088988876193702,False,False,True,False,False,False,True,False,False,True,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,1
3,-0.3092756154954491,0,0,7.225,1,0,-1.0150456329658712,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.36729632473603896,0.395130633438089,-0.6334806006532496,-0.03810207364193391,-0.5350414728060545,-0.8115457830150492,-0.49518279818404376,-0.22615539912917082,True,False,False,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
1,-0.7605067102423282,3,2,263.0,0,0,2.8674331064674914,0,2.5396987052416584,0,1,1,1.6261081109471953,0.6531659402132588,-1.3914712904150217,-0.6334806006532496,-0.4296660230545472,1.7791427615152784,-0.8548515219174411,1.2729149196273661,-0.07667534204445878,False,False,True,False,False,False,True,False,False,False,True,False,False,0.5783040488922842,0.0718105423987777,0.7310924369747899,0
3,-0.5724937540977952,0,0,7.8792,1,0,-0.9293846287585719,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3490604108622443,0.06014277271563073,0.7841912599091306,0.08247813060900129,-0.5350414728060545,1.1660943776563186,-0.49518279818404376,-0.22615539912917082,False,True,False,True,False,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
3,-0.3092756154954491,0,0,7.8958,1,0,-0.9272940714312535,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3485976836071159,0.395130633438089,-0.6334806006532496,0.08542089122521215,-0.5350414728060545,-0.8548515219174411,-0.5364256823144182,-0.07667534204445878,False,False,True,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
1,0.8188021213717487,0,0,27.7208,0,0,0.3845335859702987,0,-0.5609748304808925,1,0,0,-0.579161792940097,0.20402688464109237,-0.7214955689701052,-0.6334806006532496,-1.5946789484676172,-0.5350414728060545,0.42356015319705315,-0.49518279818404376,3.973153811174727,True,False,False,True,False,False,False,False,False,False,True,False,False,0.0038197097020626434,0.7754010695187166,0.07028265851795264,0
1,0.4427762090826827,1,0,146.5208,1,0,2.2160425149238865,1,0.059159876663617626,0,1,1,0.15592817502233383,1.4734494212461924,-0.8810135978855616,1.6743573118901602,-0.7353080566430842,-0.5350414728060545,1.5026549225102594,2.1678541097071546,3.973153811174727,True,False,False,False,True,False,False,True,False,False,False,False,False,0.15126050420168066,0.04965622612681436,0.07028265851795264,1
3,-0.5724937540977952,0,0,7.75,1,0,-0.9457905703426712,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.35266187841420743,0.06014277271563073,0.7841912599091306,0.05938440429273844,-0.5350414728060545,1.1758101792240037,-0.5434551896011697,-0.13088988876193702,False,True,False,True,False,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
2,2.7741368652748912,0,0,10.5,0,0,-0.6399025131731415,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.2760052548236615,2.2136361630742907,-0.6334806006532496,-0.7926967504773182,-0.5350414728060545,-0.8283034308403556,-0.5240426071493453,-0.43988886138478267,False,False,True,True,False,False,False,False,False,False,False,True,False,0.5783040488922842,0.7754010695187166,0.05194805194805195,0
1,-0.08366006812200955,1,0,82.1708,0,0,1.5746212992146291,0,0.059159876663617626,0,1,0,0.15592817502233383,0.5765669252368051,-1.1043388383672004,-0.6334806006532496,-1.0362723126536586,0.23635327196772316,-0.8115457830150492,-0.49518279818404376,3.973153811174727,True,False,False,False,True,False,False,False,False,False,True,False,False,0.5783040488922842,0.7754010695187166,0.07028265851795264,0
1,0.969212486287375,1,0,52.0,0,0,1.0702749057165353,0,0.059159876663617626,0,1,0,0.15592817502233383,0.15605935086850636,-0.6576883574039227,-0.6334806006532496,-1.2729190486412214,0.23635327196772316,-0.823906631447829,-0.49518279818404376,-0.006963321201900205,False,False,True,False,True,False,False,False,False,False,True,False,False,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
3,-0.3092756154954491,0,0,7.2292,1,0,-1.0144742385334262,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3671792491654643,0.395130633438089,-0.6334806006532496,-0.03729775365981784,-0.5350414728060545,-0.8548515219174411,-0.5364256823144182,-0.07667534204445878,True,False,False,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,1
3,-0.6100963453267019,0,0,8.05,0,0,-0.9080589153223161,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.34429933765887516,0.012287364040993837,-0.6334806006532496,0.1124971445785051,-0.5350414728060545,-0.7921780808958166,-0.5434551896011697,-2.5211649130653275,False,False,True,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.029793735676088617,0
3,-0.8357118927001413,2,0,18.0,0,0,-0.07792785247097535,1,0.6792945838081278,0,0,0,0.15592817502233383,-0.40144336615364573,-0.27484508800682755,0.5534074686547897,1.281026209115567,0.23635327196772316,1.2310056183677556,-0.5240426071493453,0.013699054968306718,False,False,True,False,False,True,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,0
3,-1.136532622531394,1,0,11.2417,0,0,-0.5699471062427038,1,0.059159876663617626,0,0,0,0.15592817502233383,-0.4120122239115932,-0.6576883574039227,0.2896545643641143,0.5884382262381441,0.23635327196772316,1.1522253057110774,-0.49518279818404376,-0.006963321201900205,True,False,False,False,True,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
3,0.8188021213717487,1,0,9.475,0,0,-0.74439226883807,1,0.059159876663617626,0,1,0,-0.579161792940097,-0.43663572516566906,1.830792893677196,2.0040484422535045,0.3428815282868438,-0.5350414728060545,1.4860392631025283,-0.49518279818404376,-0.006963321201900205,False,False,True,False,True,False,False,False,False,True,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,0
2,-0.15886525057982273,1,0,21.0,0,0,0.08616049565836525,1,0.059159876663617626,0,1,0,0.15592817502233383,-0.2760052548236615,-0.27484508800682755,1.1468515033088094,-0.11133789324605511,0.23635327196772316,1.3919371151106663,-0.5434551896011697,-0.13088988876193702,False,False,True,False,True,False,False,False,True,False,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,0
3,-0.3092756154954491,0,0,7.8958,1,0,-0.9272940714312535,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3485976836071159,0.395130633438089,-0.6334806006532496,0.08542089122521215,-0.5350414728060545,-0.823906631447829,-0.49518279818404376,-0.006963321201900205,True,False,False,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
2,-1.9637896295673392,1,2,41.5792,0,0,0.8252383343643312,1,1.299429290952638,0,0,0,0.8910181429847647,-0.27893771911519805,-1.8062181655952083,-0.43566592243524305,0.5822344626794773,1.007748016741501,1.1660943776563186,-0.49518279818404376,0.0798606787976611,True,False,False,False,False,True,False,False,True,False,False,False,False,0.20168067226890757,0.7754010695187166,0.0038197097020626434,1
3,-0.7605067102423282,0,0,7.8792,0,0,-0.9293846287585719,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3490604108622443,-0.17913427065755375,0.6193456947274586,0.08247813060900129,-0.5350414728060545,1.1758101792240037,-0.5434551896011697,-0.13088988876193702,False,True,False,True,False,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
3,-0.3092756154954491,0,0,8.05,1,0,-0.9080589153223161,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.34429933765887516,0.395130633438089,-0.6334806006532496,0.1124971445785051,-0.5350414728060545,-0.8115457830150492,-0.49518279818404376,-0.09356554853224103,False,False,True,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.002291825821237586,0
3,-0.3092756154954491,1,0,15.5,1,0,-0.2358323924041333,0,0.059159876663617626,0,1,0,-0.579161792940097,-0.35266187841420743,0.395130633438089,-0.6334806006532496,1.0587528205009176,-0.5350414728060545,-0.7921780808958166,-0.5434551896011697,-0.13088988876193702,False,True,False,False,True,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
3,-0.5724937540977952,0,0,7.75,1,0,-0.9457905703426712,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.35266187841420743,0.06014277271563073,0.7841912599091306,0.05938440429273844,-0.5350414728060545,1.1577205466035014,-0.5364256823144182,-0.07667534204445878,False,True,False,True,False,False,False,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
3,-0.3092756154954491,2,0,21.6792,1,0,0.12019263279899399,0,0.6792945838081278,0,1,0,-0.579161792940097,-0.36725729954584735,0.395130633438089,-0.6334806006532496,1.559909334537901,-0.5350414728060545,-0.823906631447829,-0.49518279818404376,-0.006963321201900205,True,False,False,False,False,True,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
3,-0.8357118927001413,1,0,17.8,0,0,-0.08977205227144666,1,0.059159876663617626,0,1,0,0.15592817502233383,-0.32060547218543367,-0.27484508800682755,0.5534074686547897,1.2643537915511696,0.23635327196772316,1.4378097384499988,-0.5364256823144182,-0.07667534204445878,False,False,True,False,True,False,False,False,False,True,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,0
3,-1.6629688997360863,4,1,39.6875,0,0,0.774373325828835,0,2.5396987052416584,0,0,0,3.096288046872057,-0.38431177224515256,-1.3276640788488392,-0.6334806006532496,2.4807629051038544,3.3219322510628335,0.6356196043250159,-0.5434551896011697,-0.13088988876193702,False,False,True,False,False,False,True,False,False,False,False,False,True,0.04660045836516425,0.7754010695187166,0.7310924369747899,0
3,-0.6100963453267019,0,0,7.8,0,0,-0.9394129665548966,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.35126812162165205,0.012287364040993837,-0.6334806006532496,0.06836180041922314,-0.5350414728060545,-0.7921780808958166,-0.5434551896011697,-2.5211649130653275,False,False,True,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.029793735676088617,0
1,1.4956487634920672,1,0,76.7292,0,0,1.4988857624783636,1,0.059159876663617626,0,1,1,0.8910181429847647,0.5007242556131116,-0.43436311692228385,2.597492476907524,-1.0718085389416951,1.7791427615152784,1.4860392631025283,2.1340144723417707,2.4605902828724613,True,False,False,False,True,False,False,True,False,False,False,False,False,0.15126050420168066,0.03514132925897632,0.07028265851795264,1
2,-0.008454885664196365,1,0,26.0,0,0,0.3153800081047152,1,0.059159876663617626,0,1,0,-0.579161792940097,-0.2063174151958925,-0.14723066487446249,1.278727955454147,0.10376843107544229,-0.5350414728060545,1.5026549225102594,-0.49518279818404376,-0.22615539912917082,False,False,True,False,True,False,False,False,True,False,False,False,False,0.15126050420168066,0.7754010695187166,0.7310924369747899,1
1,2.6989316828170784,0,1,61.9792,0,0,1.2633624683071047,0,0.059159876663617626,0,1,1,-0.579161792940097,0.29514512871119286,0.07609457560717636,-0.6334806006532496,-1.1823195280816972,-0.5350414728060545,-0.8548515219174411,2.3850147093852843,-0.07667534204445878,True,False,False,False,True,False,False,False,False,False,True,False,False,0.5783040488922842,0.04965622612681436,0.7310924369747899,0
1,0.8188021213717487,0,0,35.5,1,0,0.6528112986770246,0,-0.5609748304808925,1,0,1,-0.579161792940097,0.42087314145402865,-0.7214955689701052,-0.6334806006532496,-1.4687991050331943,-0.5350414728060545,-0.8115457830150492,1.5305883736366124,-0.22615539912917082,False,False,True,True,False,False,False,False,False,False,True,False,False,0.5783040488922842,0.0718105423987777,0.7310924369747899,1
2,-0.6100963453267019,0,0,10.5,0,0,-0.6399025131731415,1,-0.5609748304808925,1,0,0,-0.579161792940097,-0.2760052548236615,-0.6576883574039227,0.7512221468727962,-0.7926967504773182,-0.5350414728060545,1.1522253057110774,-0.49518279818404376,-0.8204476491671334,False,False,True,True,False,False,False,False,True,False,False,False,False,0.20168067226890757,0.7754010695187166,0.05194805194805195,1
3,-0.04605747689310296,0,0,7.2292,0,0,-1.0144742385334262,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3671792491654643,0.7301184941605473,-0.6334806006532496,-0.03729775365981784,-0.5350414728060545,-0.7921780808958166,-0.5434551896011697,-0.13088988876193702,True,False,False,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
2,-1.8133792646517128,1,2,27.75,0,0,0.3856709490401204,1,1.299429290952638,0,0,0,0.8910181429847647,-0.37531042629323236,-1.678603742462843,-0.30378947028990533,0.16973151500466668,1.007748016741501,1.1577205466035014,-0.5364256823144182,-0.30014051332552816,False,False,True,False,False,True,False,False,True,False,False,False,False,0.20168067226890757,0.7754010695187166,0.05194805194805195,1
3,-1.3621481699048337,5,2,46.9,0,0,0.9570315468113211,0,3.779968119530679,0,0,0,3.096288046872057,-0.40527619733317305,-0.9448208094517441,-0.6334806006532496,2.7378806659566264,3.3219322510628335,0.6356196043250159,-0.5434551896011697,-0.13757610844027268,False,False,True,False,False,False,True,False,False,False,False,False,True,0.04660045836516425,0.7754010695187166,0.05194805194805195,0
3,-0.5348911628688886,0,0,7.2292,0,0,-1.0144742385334262,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3671792491654643,0.10799818139026762,-0.6334806006532496,-0.03729775365981784,-0.5350414728060545,-0.8115457830150492,-0.49518279818404376,-0.22615539912917082,True,False,False,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.7310924369747899,0
1,0.6683917564561223,0,0,80.0,0,0,1.5450198694780297,1,-0.5609748304808925,1,0,1,0.15592817502233383,1.6613166868283171,-0.7853027805362878,1.8721719901081666,-1.0501617382905604,-0.5350414728060545,1.1522253057110774,2.3340484461955193,-0.006963321201900205,False,False,True,True,False,False,False,True,False,False,False,False,False,0.20168067226890757,0.04965622612681436,0.7310924369747899,1
1,1.1948280336608146,1,0,83.475,0,0,1.5920363103360535,0,0.059159876663617626,0,1,1,0.15592817502233383,0.5947443013253123,-0.561977540054649,-0.6334806006532496,-1.0281009336328075,0.23635327196772316,-0.823906631447829,1.5684632068339868,-0.006963321201900205,False,False,True,False,True,False,False,False,False,False,True,False,False,0.5783040488922842,0.0718105423987777,0.7310924369747899,0
3,-1.8885844471095259,3,2,27.9,0,0,0.39149541892168016,0,2.5396987052416584,0,0,0,3.096288046872057,-0.43907479955264106,-1.6147965308966605,-0.6334806006532496,1.9418070914840393,3.3219322510628335,0.6005461946661244,-0.49518279818404376,-0.22615539912917082,False,False,True,False,False,False,True,False,False,False,False,False,True,0.04660045836516425,0.7754010695187166,0.7310924369747899,0
1,0.8188021213717487,0,0,27.7208,1,0,0.3845335859702987,0,-0.5609748304808925,1,0,0,-0.579161792940097,0.20402688464109237,-0.7214955689701052,-0.6334806006532496,-1.5946789484676172,-0.5350414728060545,-0.8115457830150492,-0.49518279818404376,3.973153811174727,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5783040488922842,0.7754010695187166,0.07028265851795264,0
3,-0.3092756154954491,1,1,15.2458,1,0,-0.2532100862458776,0,0.6792945838081278,0,0,0,0.15592817502233383,-0.42703459920735265,0.395130633438089,-0.6334806006532496,1.034291212885661,0.23635327196772316,0.5483873924344274,-0.5240426071493453,0.013699054968306718,True,False,False,False,False,True,False,False,False,False,False,False,True,0.04660045836516425,0.7754010695187166,0.7310924369747899,1
2,-0.008454885664196365,0,0,10.5,0,0,-0.6399025131731415,1,-0.5609748304808925,1,1,1,-0.579161792940097,-0.2760052548236615,-0.14723066487446249,1.278727955454147,-0.7926967504773182,-0.5350414728060545,1.5026549225102594,0.9499073783526495,-0.9196776122828503,False,False,True,True,False,False,False,False,True,False,False,False,False,0.15126050420168066,0.016042780748663103,0.05194805194805195,1
3,-0.7605067102423282,0,0,8.1583,0,0,-0.8947443297197109,0,-0.5609748304808925,1,0,0,-0.579161792940097,-0.3412804604462002,-0.17913427065755375,-0.6334806006532496,0.13123934199185175,-0.5350414728060545,-0.823906631447829,-0.49518279818404376,-0.09356554853224103,False,False,True,True,False,False,False,False,False,False,False,False,True,0.5783040488922842,0.7754010695187166,0.0007639419404125286,0
3,-0.9109170751579546,4,2,7.925,0,0,-0.9236261542566082,1,3.1598334123861687,0,0,0,-0.579161792940097,-0.5371355453145732,-0.37055590535610133,0.4874692425821208,0.09058401307029297,4.864721740610389,1.1660943776563186,-0.49518279818404376,-0.22615539912917082,False,False,True,False,False,False,True,False,False,True,False,False,False,0.20168067226890757,0.7754010695187166,0.7310924369747899,1
